Инструмент;Embedding Dimension;Time Delay;Radius;RR;DET;LAM;TT;DIV;diag_entr;vert_entr;white_vert_entr;MINLINE;Доходность;Волатильность;Sharpe Ratio;Score;Category
PXD;2;1;1,0;0,0058;0,1754;0,0852;2,0667;0,5;0,0;0,24490000307559967;5,308000087738037;2;0,6703361807660513;0,4953560371517029;0,7305818871226484;0,9055620307369967;Best
IBM;2;1;1,0;0,025;0,4779;0,4032;2,5779;0,1667;0,7954999804496765;0,9708999991416931;4,492499828338623;2;0,4817125930008267;0,16718266253869973;0,5895289485197609;0,9040588789818879;Best
BHP;2;1;1,0;0,0422;0,6169;0,5467;2,62;0,1667;0,9416000247001648;1,069000005722046;4,084799766540527;2;0,6007343620832185;0,4674922600619195;0,6648680180837101;0,7981101201050091;Mean
RIO;2;1;1,0;0,0362;0,604;0,5363;2,8857;0,1429;1,0059000253677368;1,2726999521255493;4,141600131988525;2;0,571375723339763;0,43343653250774;0,6420883768411842;0,7800275676732074;Mean
VALE;2;1;1,0;0,2089;0,9524;0,9735;6,7859;0,0105;2,236999988555908;2,6031999588012695;3,510699987411499;2;0,6578871589969688;0,6160990712074303;0,6829808954353216;0,72476898322486;Mean
SLV;2;1;1,0;0,1799;0,9563;0,9726;7,2137;0,0054;2,2808001041412354;2,662400007247925;3,640000104904175;2;0,4623215761917884;0,29102167182662536;0,5334111127315153;0,7047110170966784;Mean
BKR;2;1;1,0;0,0799;0,8344;0,8345;3,7357;0,0526;1,6306999921798706;1,773800015449524;3,8046000003814697;2;0,6060498759988978;0,585139318885449;0,641913373195275;0,6628239303087238;Mean
TECK;2;1;1,0;0,0518;0,6702;0,6173;2,9369;0,1;1,1484999656677246;1,3265999555587769;4,029300212860107;2;0,6895680628272252;0,7523219814241486;0,6777891206066793;0,6150352020097558;Mean
SCCO;2;1;1,0;0,042;0,6217;0,5758;2,6696;0,1111;1,0042999982833862;1,1026999950408936;3,892699956893921;2;0,4903485808762745;0,47678018575851405;0,5438821642117544;0,5574505593295148;Mean
ORCL;2;1;1,0;0,0385;0,5989;0,5774;2,6189;0,1111;1,0515999794006348;1,0586999654769897;4,2322998046875;2;0,3983514742353266;0,3003095975232199;0,4429050605220942;0,5409469372342008;Mean
GOLD;2;1;1,0;0,1531;0,9564;0,9717;7,2222;0,0102;2,3236000537872314;2,685699939727783;3,601599931716919;2;0,4298374207770736;0,4674922600619195;0,47918914977395366;0,44153431048910774;Mean
TXN;2;1;1,0;0,0122;0,1875;0,0866;2,0;0,3333;0,2953999936580658;0,0;4,883399963378906;2;0,3607584734086525;0,32817337461300305;0,39334986145544704;0,4259349602510965;Mean
PALL;2;1;1,0;0,0064;0,1892;0,0905;2,1176;0,5;0,0;0,362199991941452;5,316400051116943;2;0,4782839625241113;0,7058823529411764;0,513023187983083;0,2854247975660179;Mean
CSCO;2;1;1,0;0,0786;0,8649;0,8721;3,9667;0,0588;1,7000000476837158;1,8723000288009644;3,797499895095825;2;0,26192339487462113;0,2755417956656347;0,24410091876914106;0,2304825179781275;Mean
NEM;2;1;1,0;0,0345;0,667;0,7098;2,9863;0,0909;1,2648999691009521;1,347100019454956;4,138999938964844;2;0,30633301184899425;0,44891640866873067;0,34198629138107045;0,19940289456133403;Mean
FCX;2;1;1,0;0,0379;0,6308;0,5946;2,6466;0,1429;0,9857000112533569;1,083799958229065;4,107999801635742;2;0,45521769082391844;0,7554179566563468;0,49187691410237716;0,1916766482699488;Mean
MT;2;1;1,0;0,0741;0,8198;0,8429;3,8635;0,05;1,548699975013733;1,8187999725341797;3,920099973678589;2;0,3572079085147424;0,6625386996904026;0,4106752224004667;0,10534443122480652;Mean
MSFT;2;1;1,0;0,0062;0,3235;0,1244;3,2;0,25;0,8486999869346619;1,0437999963760376;5,302800178527832;2;0,22435037200330674;0,39318885448916413;0,2342715473239026;0,0654330648380452;Worst
AAPL;2;1;1,0;0,0097;0,3164;0,1689;2,1702;0,2;0,8568999767303467;0,46320000290870667;4,9542999267578125;2;0,22004546707081843;0,3993808049535604;0,23088814350298967;0,05155280562024772;Worst
AA;2;1;1,0;0,0146;0,3746;0,273;2,2432;0,2;0,6198999881744385;0,5824999809265137;4,629799842834473;2;0,3667918159272527;1,0;0,4276505760536678;-0,20555760801907946;Worst
GOOG;2;1;1,0;0,0107;0,3206;0,274;2,2593;0,3333;0,44179999828338623;0,6037999987602234;4,936299800872803;2;0,1179305593827501;0,4613003095975233;0,1367945165524282;-0,20657523366234498;Worst
TSM;2;1;1,0;0,013;0,425;0,3531;2,5536;0,25;0,6090999841690063;1,0024000406265259;4,793300151824951;2;0,09577638467897498;0,47368421052631576;0,11876914102377134;-0,25913868482356944;Worst
ADBE;2;1;1,0;0,0044;0,0;0,0;nan;1,0;0,0;0,0;5,480100154876709;2;0,11978919812620559;0,5820433436532508;0,18255796995770746;-0,2796961755693378;Worst
QCOM;2;1;1,0;0,0071;0,1562;0,0588;2,0;0,3333;0,4101000130176544;0,0;5,218900203704834;2;0,13173532653623593;0,6160990712074303;0,203120898352049;-0,2812428463191454;Worst
PLAT;2;1;1,0;0,0793;0,8058;0,8356;3,5545;0,0667;1,6181999444961548;1,6907000541687012;3,6236000061035156;2;0,06212593000826677;0,47678018575851405;0,08333090272714017;-0,3313233530231071;Worst
INTC;2;1;1,0;0,0483;0,8107;0,841;3,4959;0,0714;1,3906999826431274;1,644700050354004;3,874000072479248;2;0,0;0,44891640866873067;0,0;-0,44891640866873067;Worst
CRM;2;1;1,0;0,0062;0,1471;0,0259;2,0;0,5;0,0;0,0;5,268099784851074;2;0,029822265086800803;0,6253869969040249;0,1137232025667202;-0,48184152925050394;Worst
AMZN;2;1;1,0;0,0067;0,2706;0,0929;2,2941;0,3333;0,3046000003814697;0,6057999730110168;5,2617998123168945;2;0,0037951226233122193;0,6811145510835914;0,11051480239171652;-0,5668046260685627;Worst
NVDA;2;1;1,0;0,005;0,125;0,0191;2,0;0,5;0,0;0,0;5,405799865722656;2;0,04403692477266469;0,9380804953560371;0,2087210150211463;-0,6853225555622262;Worst
FB;2;1;1,0;nan;nan;nan;nan;inf;0,0;0,0;0,0;2;0,404927666023698;nan;nan;nan;Worst
RDS.A;2;1;1,0;nan;nan;nan;nan;inf;0,0;0,0;0,0;2;0,404927666023698;nan;nan;nan;Worst
TOT;2;1;1,0;nan;nan;nan;nan;inf;0,0;0,0;0,0;2;0,404927666023698;nan;nan;nan;Worst
