Инструмент;Embedding Dimension;Time Delay;Radius;RR;DET;LAM;TT;DIV;diag_entr;vert_entr;white_vert_entr;MINLINE;Доходность;Волатильность;Sharpe Ratio;Score;Category
GOOG;2;2;0,9;0,0075;0,0367;0,2505;2,0526;0,5;0,0;0,2062000036239624;5,183899879455566;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;2;1;1,0;0,0107;0,3206;0,274;2,2593;0,3333;0,44179999828338623;0,6037999987602234;4,936299800872803;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;3;2;1,0;0,0045;0,0;0,0722;2,0;1,0;0,0;0,0;5,454400062561035;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;3;2;0,9;0,0044;0,0;0,0738;2,0;1,0;0,0;0,0;5,464300155639648;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;4;3;0,8;0,0041;nan;0,0;nan;inf;0,0;0,0;5,480599880218506;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;2;3;0,8;0,0061;0,0;0,1587;2,0;1,0;0,0;0,0;5,309299945831299;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;2;2;1,0;0,0087;0,069;0,2764;2,0986;0,5;0,0;0,32199999690055847;5,094900131225586;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;2;1;0,8;0,0082;0,3;0,2039;2,08;0,3333;0,2062000036239624;0,2651999890804291;5,121699810028076;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;4;1;0,9;0,004;nan;0,0;nan;inf;0,0;0,0;5,505300045013428;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;3;1;0,9;0,0047;0,1;0,0554;2,0;0,5;0,0;0,0;5,4496002197265625;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;4;2;1,0;0,0041;0,0;0,0162;2,0;1,0;0,0;0,0;5,490900039672852;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;3;1;1,0;0,0049;0,2143;0,0754;2,0909;0,5;0,0;0,3046000003814697;5,414599895477295;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;2;2;0,8;0,007;0,0;0,2092;2,0222;1,0;0,0;0,10660000145435333;5,234799861907959;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;3;3;0,8;0,0041;0,0;0,0321;2,0;1,0;0,0;0,0;5,488800048828125;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
GOOG;3;1;0,8;0,0045;0,0;0,0285;2,0;1,0;0,0;0,0;5,459499835968018;2;0,0;1,0000000000000002;0,0;-1,0000000000000002;Worst
