Инструмент;Embedding Dimension;Time Delay;Radius;RR;DET;LAM;TT;DIV;diag_entr;vert_entr;white_vert_entr;MINLINE;Доходность;Волатильность;Sharpe Ratio
QQQ;2;1;0.8;0.0048;0.2;0.0133;2.0;0.3333;0.6931;0.0;5.4324;2;-35.2202;0.0203;-1.1027
DIA;2;1;0.8;0.0074;0.1887;0.0714;2.3571;0.25;0.3488;0.6518;5.1533;2;-5.9812;0.0125;-0.3045
AAPL;2;1;0.9;0.0086;0.2917;0.1431;2.2;0.25;0.7298;0.5063;5.0323;2;-26.8375;0.0225;-0.7584
GOOG;2;1;0.9;0.0093;0.3114;0.2312;2.1094;0.3333;0.4506;0.3267;5.0318;2;-41.6605;0.0245;-1.081
MSFT;2;1;0.9;0.0058;0.2632;0.1126;2.5625;0.3333;0.4101;0.9507;5.344;2;-26.2126;0.0223;-0.7468
AMZN;2;1;0.9;0.0062;0.2429;0.0897;2.3333;0.3333;0.3768;0.6365;5.2992;2;-58.2284;0.0316;-1.1711
META;2;1;0.9;0.0048;0.1667;0.0403;2.0;0.5;0.0;0.0;5.4298;2;-81.5559;0.0406;-1.2769
XOM;2;1;0.9;0.0126;0.3556;0.238;2.2927;0.25;0.668;0.6146;4.7974;2;65.175;0.022;1.8785
CVX;2;1;0.9;0.0084;0.2464;0.1046;2.2;0.5;0.0;0.5004;5.0276;2;49.8271;0.0208;1.5241
BP;2;1;0.9;0.1287;0.856;0.8963;3.8351;0.0526;1.6349;1.8122;3.6044;2;35.047;0.0224;0.9917
GAZP.ME;2;1;0.9;0.015;0.3333;0.1461;2.6;0.5;0.0;0.673;4.276;2;-12.4395;0.0606;-0.4235
LUKOY;2;1;0.9;0.6736;0.9992;0.9986;100.5813;0.0062;4.011;0.7853;1.8872;2;-148.0278;0.0921;-1.021
TSLA;2;1;0.9;0.0044;0.0;0.0288;2.0;1.0;0.0;0.0;5.4671;2;-96.1875;0.0412;-1.4841
F;2;1;0.9;0.1649;0.9471;0.9669;7.1077;0.0143;2.2875;2.6442;3.8309;2;-47.4797;0.0309;-0.9761
GM;2;1;0.9;0.0513;0.6854;0.6507;2.8575;0.1;1.2529;1.2511;3.9136;2;-49.7023;0.0277;-1.1394
TM;2;1;0.9;0.0089;0.3026;0.204;2.1731;0.25;0.1849;0.4607;5.0741;2;-27.2904;0.0173;-1.0008
HMC;2;1;0.9;0.1596;0.9218;0.9459;6.2935;0.0222;2.1781;2.5261;3.5735;2;-15.5847;0.0176;-0.5629
GLD;2;1;0.9;0.0186;0.4518;0.3907;2.4149;0.1;0.7611;0.8458;4.6103;2;1.9204;0.0096;0.1271
SLV;2;1;0.9;0.1592;0.9441;0.963;6.4008;0.0104;2.1326;2.5408;3.6451;2;8.3313;0.019;0.2788
PALL;2;1;0.9;0.006;0.1639;0.086;2.0;0.5;0.0;0.0;5.3566;2;10.6484;0.0324;0.2089
PLAT;2;1;0.9;0.0681;0.7707;0.7917;3.2416;0.1;1.5186;1.5127;3.6719;2;-49.7611;0.025;-1.2643
FCX;2;1;0.9;0.0317;0.5803;0.5152;2.531;0.1429;0.9006;0.9664;4.1975;2;7.3001;0.034;0.1364
SPY;2;1;0.9;0.0052;0.2105;0.0337;2.2;0.5;0.0;0.5004;5.3917;2;-17.7133;0.0153;-0.7353
IVV;2;1;0.9;0.0052;0.2632;0.0337;2.2;0.5;0.0;0.5004;5.4034;2;-17.7171;0.0153;-0.7358
VOO;2;1;0.9;0.0056;0.2041;0.0316;2.2;0.5;0.0;0.5004;5.359;2;-17.7629;0.0153;-0.7395
QQQ;2;1;0.9;0.0049;0.1724;0.013;2.0;0.3333;0.6931;0.0;5.4237;2;-35.2202;0.0203;-1.1027
DIA;2;1;0.9;0.008;0.248;0.068;2.4286;0.25;0.5091;0.6829;5.0912;2;-5.9812;0.0125;-0.3045
AAPL;2;1;1.0;0.0097;0.3164;0.1689;2.1702;0.2;0.8569;0.4632;4.9543;2;-26.8375;0.0225;-0.7584
GOOG;2;1;1.0;0.0107;0.3206;0.274;2.2593;0.3333;0.4418;0.6038;4.9363;2;-41.6605;0.0245;-1.081
MSFT;2;1;1.0;0.0062;0.3235;0.1244;3.2;0.25;0.8487;1.0438;5.3028;2;-26.2126;0.0223;-0.7468
AMZN;2;1;1.0;0.0067;0.2706;0.0929;2.2941;0.3333;0.3046;0.6058;5.2618;2;-58.2284;0.0316;-1.1711
META;2;1;1.0;0.0051;0.1818;0.038;2.0;0.5;0.0;0.0;5.3966;2;-81.5559;0.0406;-1.2769
XOM;2;1;1.0;0.0149;0.3706;0.3032;2.431;0.2;0.7256;0.8161;4.7118;2;65.175;0.022;1.8785
CVX;2;1;1.0;0.0098;0.3094;0.1552;2.2093;0.25;0.4311;0.513;4.9613;2;49.8271;0.0208;1.5241
BP;2;1;1.0;0.1489;0.8777;0.9153;4.2085;0.0312;1.7497;1.961;3.5531;2;35.047;0.0224;0.9917
GAZP.ME;2;1;1.0;0.0164;0.4;0.1753;2.4286;0.5;0.0;0.6829;4.2164;2;-12.4395;0.0606;-0.4235
LUKOY;2;1;1.0;0.6737;0.9991;0.9986;100.5861;0.0062;4.011;0.7918;1.896;2;-148.0278;0.0921;-1.021
TSLA;2;1;1.0;0.0045;0.0;0.0286;2.0;1.0;0.0;0.0;5.4627;2;-96.1875;0.0412;-1.4841
F;2;1;1.0;0.1858;0.9648;0.9764;8.054;0.0085;2.3958;2.7933;3.8237;2;-47.4797;0.0309;-0.9761
GM;2;1;1.0;0.0602;0.7204;0.7097;3.0068;0.0909;1.3252;1.3542;3.8463;2;-49.7023;0.0277;-1.1394
TM;2;1;1.0;0.01;0.3316;0.2276;2.1846;0.25;0.3984;0.5062;4.9755;2;-27.2904;0.0173;-1.0008
HMC;2;1;1.0;0.1812;0.9372;0.9549;7.0812;0.0161;2.3136;2.6645;3.594;2;-15.5847;0.0176;-0.5629
GLD;2;1;1.0;0.022;0.4752;0.4543;2.4743;0.1;0.8321;0.9109;4.4717;2;1.9204;0.0096;0.1271
SLV;2;1;1.0;0.1799;0.9563;0.9726;7.2137;0.0054;2.2808;2.6624;3.64;2;8.3313;0.019;0.2788
PALL;2;1;1.0;0.0064;0.1892;0.0905;2.1176;0.5;0.0;0.3622;5.3164;2;10.6484;0.0324;0.2089
PLAT;2;1;1.0;0.0793;0.8058;0.8356;3.5545;0.0667;1.6182;1.6907;3.6236;2;-49.7611;0.025;-1.2643
FCX;2;1;1.0;0.0379;0.6308;0.5946;2.6466;0.1429;0.9857;1.0838;4.108;2;7.3001;0.034;0.1364
SPY;2;1;1.0;0.0055;0.2083;0.0318;2.2;0.5;0.0;0.5004;5.3639;2;-17.7133;0.0153;-0.7353
IVV;2;1;1.0;0.0055;0.2083;0.0318;2.2;0.5;0.0;0.5004;5.3675;2;-17.7171;0.0153;-0.7358
VOO;2;1;1.0;0.006;0.1935;0.0348;2.1667;0.5;0.0;0.4506;5.3118;2;-17.7629;0.0153;-0.7395
QQQ;2;1;1.0;0.0054;0.2326;0.0417;2.0;0.25;0.5623;0.0;5.3738;2;-35.2202;0.0203;-1.1027
DIA;2;1;1.0;0.0088;0.2781;0.0779;2.5294;0.25;0.5367;0.8687;5.0322;2;-5.9812;0.0125;-0.3045
AAPL;2;2;0.8;0.007;0.0989;0.1183;2.125;0.3333;0.5623;0.3768;5.2228;2;-26.8375;0.0225;-0.7584
GOOG;2;2;0.8;0.007;0.0;0.2092;2.0222;1.0;0.0;0.1066;5.2348;2;-41.6605;0.0245;-1.081
MSFT;2;2;0.8;0.0052;0.0526;0.0677;2.2;0.5;0.0;0.3251;5.3985;2;-26.2126;0.0223;-0.7468
AMZN;2;2;0.8;0.0052;0.0541;0.0681;2.0;0.5;0.0;0.0;5.4019;2;-58.2284;0.0316;-1.1711
META;2;2;0.8;0.0047;0.0;0.0275;2.0;1.0;0.0;0.0;5.443;2;-81.5559;0.0406;-1.2769
XOM;2;2;0.8;0.0092;0.087;0.2277;2.1311;0.3333;0.6365;0.4034;5.056;2;65.175;0.022;1.8785
CVX;2;2;0.8;0.0064;0.0;0.136;2.0;1.0;0.0;0.0;5.2747;2;49.8271;0.0208;1.5241
BP;2;2;0.8;0.0877;0.6245;0.8014;3.3619;0.0667;1.6179;1.5952;3.9453;2;35.047;0.0224;0.9917
GAZP.ME;2;2;0.8;0.0142;0.0;0.0976;2.0;1.0;0.0;0.0;4.2816;2;-12.4395;0.0606;-0.4235
LUKOY;2;2;0.8;0.6657;0.9994;0.9988;99.5845;0.0063;3.995;0.7879;1.8799;2;-148.0278;0.0921;-1.021
TSLA;2;2;0.8;0.0043;0.0;0.0595;2.0;1.0;0.0;0.0;5.4846;2;-96.1875;0.0412;-1.4841
F;2;2;0.8;0.1268;0.8416;0.9162;6.1678;0.0189;2.2874;2.4888;4.0254;2;-47.4797;0.0309;-0.9761
GM;2;2;0.8;0.0345;0.3556;0.5844;2.4752;0.125;1.1432;0.8931;4.2995;2;-49.7023;0.0277;-1.1394
TM;2;2;0.8;0.0066;0.0;0.1278;2.08;1.0;0.0;0.1679;5.2665;2;-27.2904;0.0173;-1.0008
HMC;2;2;0.8;0.1239;0.7723;0.8764;5.1824;0.0312;2.0492;2.2508;3.8483;2;-15.5847;0.0176;-0.5629
GLD;2;2;0.8;0.0125;0.1591;0.3591;2.1797;0.2;1.0833;0.4906;4.9083;2;1.9204;0.0096;0.1271
SLV;2;2;0.8;0.1187;0.8124;0.911;5.4344;0.0238;2.1127;2.3236;3.9165;2;8.3313;0.019;0.2788
PALL;2;2;0.8;0.0051;0.0;0.0125;2.0;1.0;0.0;0.0;5.3976;2;10.6484;0.0324;0.2089
PLAT;2;2;0.8;0.0451;0.5169;0.7156;2.7252;0.1111;1.3918;1.167;4.0689;2;-49.7611;0.025;-1.2643
FCX;2;2;0.8;0.0206;0.2524;0.4191;2.17;0.2;0.5995;0.4766;4.5773;2;7.3001;0.034;0.1364
SPY;2;2;0.8;0.0049;0.0;0.0858;2.0;1.0;0.0;0.0;5.4146;2;-17.7133;0.0153;-0.7353
IVV;2;2;0.8;0.0049;0.0;0.0731;2.0;1.0;0.0;0.0;5.4135;2;-17.7171;0.0153;-0.7358
VOO;2;2;0.8;0.005;0.0;0.0841;2.0;1.0;0.0;0.0;5.4024;2;-17.7629;0.0153;-0.7395
QQQ;2;2;0.8;0.0047;0.0909;0.0273;2.0;0.5;0.0;0.0;5.4262;2;-35.2202;0.0203;-1.1027
DIA;2;2;0.8;0.006;0.0484;0.0912;2.125;0.3333;0.0;0.3768;5.3059;2;-5.9812;0.0125;-0.3045
AAPL;2;2;0.9;0.0076;0.1182;0.1429;2.0938;0.3333;0.4506;0.3111;5.1483;2;-26.8375;0.0225;-0.7584
GOOG;2;2;0.9;0.0075;0.0367;0.2505;2.0526;0.5;0.0;0.2062;5.1839;2;-41.6605;0.0245;-1.081
MSFT;2;2;0.9;0.0055;0.1087;0.0792;2.4545;0.3333;0.6931;0.7595;5.3647;2;-26.2126;0.0223;-0.7468
AMZN;2;2;0.9;0.0054;0.0476;0.0661;2.0;0.5;0.0;0.0;5.387;2;-58.2284;0.0316;-1.1711
META;2;2;0.9;0.0049;0.0;0.0266;2.0;1.0;0.0;0.0;5.4147;2;-81.5559;0.0406;-1.2769
XOM;2;2;0.9;0.0111;0.1233;0.2897;2.1868;0.3333;0.5623;0.5083;4.9385;2;65.175;0.022;1.8785
CVX;2;2;0.9;0.007;0.0;0.1524;2.0;1.0;0.0;0.0;5.2298;2;49.8271;0.0208;1.5241
BP;2;2;0.9;0.1046;0.674;0.8297;3.6642;0.0556;1.7038;1.7398;3.8669;2;35.047;0.0224;0.9917
GAZP.ME;2;2;0.9;0.0149;0.0;0.093;2.0;1.0;0.0;0.0;4.248;2;-12.4395;0.0606;-0.4235
LUKOY;2;2;0.9;0.6658;0.9993;0.9988;99.5845;0.0063;3.995;0.7879;1.8917;2;-148.0278;0.0921;-1.021
TSLA;2;2;0.9;0.0043;0.0;0.0595;2.0;1.0;0.0;0.0;5.4846;2;-96.1875;0.0412;-1.4841
F;2;2;0.9;0.1508;0.8761;0.9334;7.0444;0.0145;2.4099;2.6485;4.0141;2;-47.4797;0.0309;-0.9761
GM;2;2;0.9;0.0413;0.4105;0.6375;2.5692;0.1111;1.205;0.9938;4.2016;2;-49.7023;0.0277;-1.1394
TM;2;2;0.9;0.0074;0.0476;0.1569;2.0571;0.3333;0.6931;0.1297;5.1801;2;-27.2904;0.0173;-1.0008
HMC;2;2;0.9;0.1471;0.8176;0.9006;6.1025;0.0233;2.2486;2.4776;3.888;2;-15.5847;0.0176;-0.5629
GLD;2;2;0.9;0.0148;0.2096;0.4068;2.2071;0.1429;0.8477;0.5506;4.8013;2;1.9204;0.0096;0.1271
SLV;2;2;0.9;0.1412;0.8552;0.9249;6.3372;0.0135;2.2602;2.5278;3.8784;2;8.3313;0.019;0.2788
PALL;2;2;0.9;0.0054;0.0;0.0239;2.0;1.0;0.0;0.0;5.3815;2;10.6484;0.0324;0.2089
PLAT;2;2;0.9;0.0546;0.5762;0.7789;2.9774;0.0667;1.5781;1.3641;3.9786;2;-49.7611;0.025;-1.2643
FCX;2;2;0.9;0.0252;0.3079;0.4971;2.3234;0.1667;0.7513;0.7106;4.4618;2;7.3001;0.034;0.1364
SPY;2;2;0.9;0.005;0.0;0.0841;2.0;1.0;0.0;0.0;5.4042;2;-17.7133;0.0153;-0.7353
IVV;2;2;0.9;0.0049;0.0;0.0721;2.0;1.0;0.0;0.0;5.4079;2;-17.7171;0.0153;-0.7358
VOO;2;2;0.9;0.0052;0.0;0.08;2.0;1.0;0.0;0.0;5.3751;2;-17.7629;0.0153;-0.7395
QQQ;2;2;0.9;0.0049;0.0714;0.0262;2.0;0.5;0.0;0.0;5.4041;2;-35.2202;0.0203;-1.1027
DIA;2;2;0.9;0.0067;0.0595;0.1367;2.1923;0.3333;0.6931;0.4896;5.2625;2;-5.9812;0.0125;-0.3045
AAPL;2;2;1.0;0.0084;0.1103;0.1516;2.0789;0.3333;0.4101;0.2762;5.0706;2;-26.8375;0.0225;-0.7584
GOOG;2;2;1.0;0.0087;0.069;0.2764;2.0986;0.5;0.0;0.322;5.0949;2;-41.6605;0.0245;-1.081
MSFT;2;2;1.0;0.006;0.1129;0.0912;2.6154;0.3333;0.6365;0.6172;5.3145;2;-26.2126;0.0223;-0.7468
AMZN;2;2;1.0;0.0059;0.0351;0.0992;2.0;0.5;0.0;0.0;5.357;2;-58.2284;0.0316;-1.1711
META;2;2;1.0;0.0051;0.0;0.0571;2.0;1.0;0.0;0.0;5.4037;2;-81.5559;0.0406;-1.2769
XOM;2;2;1.0;0.0126;0.1203;0.3214;2.1826;0.25;0.656;0.4871;4.8499;2;65.175;0.022;1.8785
CVX;2;2;1.0;0.0076;0.036;0.1656;2.0;0.5;0.0;0.0;5.1974;2;49.8271;0.0208;1.5241
BP;2;2;1.0;0.124;0.726;0.8591;4.0367;0.0526;1.8355;1.9004;3.795;2;35.047;0.0224;0.9917
GAZP.ME;2;2;1.0;0.0149;0.0;0.093;2.0;1.0;0.0;0.0;4.248;2;-12.4395;0.0606;-0.4235
LUKOY;2;2;1.0;0.6659;0.9992;0.9986;99.5845;0.0063;3.995;0.7879;1.8953;2;-148.0278;0.0921;-1.021
TSLA;2;2;1.0;0.0044;0.0;0.0738;2.0;1.0;0.0;0.0;5.4825;2;-96.1875;0.0412;-1.4841
F;2;2;1.0;0.1726;0.9059;0.9487;7.9937;0.0115;2.5399;2.8079;4.0288;2;-47.4797;0.0309;-0.9761
GM;2;2;1.0;0.0486;0.4649;0.6846;2.7374;0.0909;1.3471;1.1367;4.1152;2;-49.7023;0.0277;-1.1394
TM;2;2;1.0;0.0087;0.0759;0.1892;2.0816;0.3333;0.5004;0.2693;5.0456;2;-27.2904;0.0173;-1.0008
HMC;2;2;1.0;0.1687;0.8519;0.9186;6.8875;0.0179;2.3568;2.6173;3.8607;2;-15.5847;0.0176;-0.5629
GLD;2;2;1.0;0.0169;0.2462;0.4498;2.2596;0.1429;0.8247;0.6361;4.718;2;1.9204;0.0096;0.1271
SLV;2;2;1.0;0.1629;0.8906;0.9427;7.1864;0.0054;2.3955;2.6777;3.8782;2;8.3313;0.019;0.2788
PALL;2;2;1.0;0.0057;0.0;0.034;2.0;1.0;0.0;0.0;5.3582;2;10.6484;0.0324;0.2089
PLAT;2;2;1.0;0.0642;0.6402;0.8185;3.2089;0.0667;1.6313;1.5099;3.9362;2;-49.7611;0.025;-1.2643
FCX;2;2;1.0;0.0296;0.3581;0.546;2.3857;0.1667;0.8599;0.7998;4.3369;2;7.3001;0.034;0.1364
SPY;2;2;1.0;0.0052;0.0;0.0997;2.0;1.0;0.0;0.0;5.386;2;-17.7133;0.0153;-0.7353
IVV;2;2;1.0;0.0053;0.0;0.1162;2.0;1.0;0.0;0.0;5.3852;2;-17.7171;0.0153;-0.7358
VOO;2;2;1.0;0.0054;0.0;0.1015;2.0;1.0;0.0;0.0;5.3658;2;-17.7629;0.0153;-0.7395
QQQ;2;2;1.0;0.0051;0.0588;0.0252;2.0;0.5;0.0;0.0;5.3889;2;-35.2202;0.0203;-1.1027
DIA;2;2;1.0;0.0073;0.068;0.156;2.1515;0.3333;0.6365;0.4253;5.206;2;-5.9812;0.0125;-0.3045
AAPL;2;3;0.8;0.0069;0.0455;0.1604;2.0;0.5;0.0;0.0;5.2118;2;-26.8375;0.0225;-0.7584
GOOG;2;3;0.8;0.0061;0.0;0.1587;2.0;1.0;0.0;0.0;5.3093;2;-41.6605;0.0245;-1.081
MSFT;2;3;0.8;0.0045;0.0;0.0584;2.0;1.0;0.0;0.0;5.4656;2;-26.2126;0.0223;-0.7468
AMZN;2;3;0.8;0.0052;0.0541;0.0994;2.0;0.5;0.0;0.0;5.3763;2;-58.2284;0.0316;-1.1711
META;2;3;0.8;0.0045;0.0;0.0288;2.0;1.0;0.0;0.0;5.4615;2;-81.5559;0.0406;-1.2769
XOM;2;3;0.8;0.0081;0.0968;0.25;2.1754;0.5;0.0;0.4585;5.1788;2;65.175;0.022;1.8785
CVX;2;3;0.8;0.006;0.0333;0.1386;2.04;0.5;0.0;0.1679;5.3355;2;49.8271;0.0208;1.5241
BP;2;3;0.8;0.0734;0.6046;0.7839;3.144;0.0833;1.1765;1.4488;3.9699;2;35.047;0.0224;0.9917
GAZP.ME;2;3;0.8;0.0148;0.0;0.0964;2.0;1.0;0.0;0.0;4.2641;2;-12.4395;0.0606;-0.4235
LUKOY;2;3;0.8;0.6581;0.9993;0.9988;98.3601;0.0063;3.9796;0.7949;1.8907;2;-148.0278;0.0921;-1.021
TSLA;2;3;0.8;0.0042;0.0;0.0308;2.0;1.0;0.0;0.0;5.4867;2;-96.1875;0.0412;-1.4841
F;2;3;0.8;0.1151;0.8574;0.9225;5.7089;0.0164;1.9592;2.3859;3.9881;2;-47.4797;0.0309;-0.9761
GM;2;3;0.8;0.0295;0.3648;0.5606;2.3456;0.125;0.6603;0.7481;4.285;2;-49.7023;0.0277;-1.1394
TM;2;3;0.8;0.0067;0.0976;0.1432;2.1071;0.5;0.0;0.3405;5.233;2;-27.2904;0.0173;-1.0008
HMC;2;3;0.8;0.1146;0.7661;0.8643;4.6846;0.0278;1.5582;2.1012;3.6443;2;-15.5847;0.0176;-0.5629
GLD;2;3;0.8;0.0116;0.2265;0.3575;2.1333;0.25;0.3342;0.4081;4.9256;2;1.9204;0.0096;0.1271
SLV;2;3;0.8;0.1058;0.8236;0.9041;4.9949;0.0196;1.7817;2.2264;3.7976;2;8.3313;0.019;0.2788
PALL;2;3;0.8;0.0051;0.0;0.0255;2.0;1.0;0.0;0.0;5.4043;2;10.6484;0.0324;0.2089
PLAT;2;3;0.8;0.0406;0.5138;0.7029;2.7178;0.125;0.9425;1.1489;4.0666;2;-49.7611;0.025;-1.2643
FCX;2;3;0.8;0.0179;0.2235;0.4362;2.2279;0.25;0.3499;0.5866;4.7049;2;7.3001;0.034;0.1364
SPY;2;3;0.8;0.0049;0.0741;0.0662;2.0;0.5;0.0;0.0;5.4158;2;-17.7133;0.0153;-0.7353
IVV;2;3;0.8;0.0049;0.0769;0.04;2.0;0.5;0.0;0.0;5.4188;2;-17.7171;0.0153;-0.7358
VOO;2;3;0.8;0.0049;0.0714;0.0658;2.0;0.5;0.0;0.0;5.4135;2;-17.7629;0.0153;-0.7395
QQQ;2;3;0.8;0.0044;0.0;0.0296;2.0;1.0;0.0;0.0;5.4693;2;-35.2202;0.0203;-1.1027
DIA;2;3;0.8;0.006;0.0339;0.0984;2.0;0.5;0.0;0.0;5.3206;2;-5.9812;0.0125;-0.3045
AAPL;2;3;0.9;0.0074;0.0381;0.1921;2.0;0.5;0.0;0.0;5.1495;2;-26.8375;0.0225;-0.7584
GOOG;2;3;0.9;0.0068;0.0465;0.1881;2.0256;0.5;0.0;0.1192;5.2469;2;-41.6605;0.0245;-1.081
MSFT;2;3;0.9;0.0047;0.0;0.0828;2.0;1.0;0.0;0.0;5.4332;2;-26.2126;0.0223;-0.7468
AMZN;2;3;0.9;0.0055;0.0444;0.1302;2.0;0.5;0.0;0.0;5.3482;2;-58.2284;0.0316;-1.1711
META;2;3;0.9;0.0047;0.0;0.0278;2.0;1.0;0.0;0.0;5.4416;2;-81.5559;0.0406;-1.2769
XOM;2;3;0.9;0.0094;0.1585;0.2951;2.2078;0.5;0.0;0.5209;5.1116;2;65.175;0.022;1.8785
CVX;2;3;0.9;0.0066;0.0759;0.1404;2.0357;0.5;0.0;0.1541;5.2703;2;49.8271;0.0208;1.5241
BP;2;3;0.9;0.0898;0.6696;0.8214;3.4479;0.0625;1.2498;1.6284;3.8687;2;35.047;0.0224;0.9917
GAZP.ME;2;3;0.9;0.0151;0.0;0.1176;2.0;1.0;0.0;0.0;4.2537;2;-12.4395;0.0606;-0.4235
LUKOY;2;3;0.9;0.6582;0.9992;0.9987;98.3601;0.0063;3.9796;0.7949;1.9024;2;-148.0278;0.0921;-1.021
TSLA;2;3;0.9;0.0043;0.0;0.0305;2.0;1.0;0.0;0.0;5.4832;2;-96.1875;0.0412;-1.4841
F;2;3;0.9;0.1369;0.8923;0.94;6.6457;0.0156;2.1437;2.5834;4.0031;2;-47.4797;0.0309;-0.9761
GM;2;3;0.9;0.0351;0.4119;0.609;2.482;0.125;0.7227;0.9217;4.1834;2;-49.7023;0.0277;-1.1394
TM;2;3;0.9;0.0077;0.0893;0.1864;2.0952;0.5;0.0;0.3145;5.1772;2;-27.2904;0.0173;-1.0008
HMC;2;3;0.9;0.1383;0.8166;0.8918;5.4877;0.0238;1.7477;2.2998;3.6165;2;-15.5847;0.0176;-0.5629
GLD;2;3;0.9;0.0133;0.2359;0.4056;2.1494;0.125;0.2911;0.4372;4.8698;2;1.9204;0.0096;0.1271
SLV;2;3;0.9;0.1278;0.8657;0.9216;5.7294;0.0185;1.907;2.4106;3.7669;2;8.3313;0.019;0.2788
PALL;2;3;0.9;0.0053;0.0;0.0245;2.0;1.0;0.0;0.0;5.3822;2;10.6484;0.0324;0.2089
PLAT;2;3;0.9;0.0493;0.5787;0.7518;2.9019;0.0833;1.1036;1.2883;3.9421;2;-49.7611;0.025;-1.2643
FCX;2;3;0.9;0.0213;0.2712;0.4885;2.3105;0.25;0.2615;0.707;4.5676;2;7.3001;0.034;0.1364
SPY;2;3;0.9;0.0051;0.0625;0.0897;2.0;0.5;0.0;0.0;5.3991;2;-17.7133;0.0153;-0.7353
IVV;2;3;0.9;0.0051;0.0625;0.0897;2.0;0.5;0.0;0.0;5.3996;2;-17.7171;0.0153;-0.7358
VOO;2;3;0.9;0.0052;0.0571;0.0881;2.0;0.5;0.0;0.0;5.3968;2;-17.7629;0.0153;-0.7395
QQQ;2;3;0.9;0.0045;0.0;0.0438;2.0;1.0;0.0;0.0;5.4616;2;-35.2202;0.0203;-1.1027
DIA;2;3;0.9;0.0064;0.0822;0.1168;2.0;0.5;0.0;0.0;5.2658;2;-5.9812;0.0125;-0.3045
AAPL;2;3;1.0;0.0081;0.0645;0.1996;2.0204;0.5;0.0;0.0996;5.1082;2;-26.8375;0.0225;-0.7584
GOOG;2;3;1.0;0.0078;0.069;0.2208;2.0385;0.5;0.0;0.163;5.1654;2;-41.6605;0.0245;-1.081
MSFT;2;3;1.0;0.005;0.069;0.1144;2.1875;0.5;0.0;0.4826;5.41;2;-26.2126;0.0223;-0.7468
